@RELATION bodyguard

@ATTRIBUTE feature_1 NUMERIC
@ATTRIBUTE feature_2 NUMERIC
@ATTRIBUTE feature_3 NUMERIC
@ATTRIBUTE feature_4 NUMERIC
@ATTRIBUTE feature_5 NUMERIC
@ATTRIBUTE feature_6 NUMERIC
@ATTRIBUTE feature_7 NUMERIC
@ATTRIBUTE feature_8 NUMERIC
@ATTRIBUTE feature_9 NUMERIC
@ATTRIBUTE feature_10 NUMERIC
@ATTRIBUTE feature_11 NUMERIC
@ATTRIBUTE feature_12 NUMERIC
@ATTRIBUTE feature_13 NUMERIC
@ATTRIBUTE feature_14 NUMERIC
@ATTRIBUTE feature_15 NUMERIC
@ATTRIBUTE feature_16 NUMERIC
@ATTRIBUTE feature_17 NUMERIC
@ATTRIBUTE feature_18 NUMERIC
@ATTRIBUTE feature_19 NUMERIC
@ATTRIBUTE feature_20 NUMERIC
@ATTRIBUTE feature_21 NUMERIC
@ATTRIBUTE feature_22 NUMERIC
@ATTRIBUTE feature_23 NUMERIC
@ATTRIBUTE feature_24 NUMERIC
@ATTRIBUTE feature_25 NUMERIC
@ATTRIBUTE feature_26 NUMERIC
@ATTRIBUTE feature_27 NUMERIC
@ATTRIBUTE feature_28 NUMERIC
@ATTRIBUTE feature_29 NUMERIC
@ATTRIBUTE feature_30 NUMERIC
@ATTRIBUTE feature_31 NUMERIC
@ATTRIBUTE feature_32 NUMERIC
@ATTRIBUTE feature_33 NUMERIC
@ATTRIBUTE feature_34 NUMERIC
@ATTRIBUTE feature_35 NUMERIC
@ATTRIBUTE feature_36 NUMERIC
@ATTRIBUTE feature_37 NUMERIC
@ATTRIBUTE feature_38 NUMERIC
@ATTRIBUTE feature_39 NUMERIC
@ATTRIBUTE feature_40 NUMERIC
@ATTRIBUTE class {left2right other right2left }
@DATA
3.71049, 1.93978, 3.56686, 3.26786, 2.16514, 1.35255, 3.33388, 2.95083, 1.18653, 4.17757, 2.18088, 2.68988, 2.78578, 2.36359, 1.51209, 0.895848, 1.32896, 2.28197, 2.20206, 0.688794, 19.5098, 15.9874, 18.0716, 16.8, 20.8396, 18.0384, 17.1186, 1.97736, 18.848, 1.5497, 13.0462, 12.7864, 18.15, 4.30978, 17.1837, 17.4104, 13.6873, 2.93082, 13.999, 18.6603, left2right
0.49465, 0.937839, 1.5633, 0.272206, 7.71968, 1.3755, 5.19739, 1.11976, 1.91503, 4.80011, 0.67032, 0.546999, 5.72007, 0.449917, 1.22735, 2.81238, 0.988456, 0.44007, 0.321513, 3.58445, 18.7164, 21.5592, 26.4011, 23.5058, 19.7671, 21.8602, 19.5345, 7.70276, 19.6878, 0.972536, 14.2365, 13.2153, 17.5344, 7.04532, 20.4598, 17.7559, 15.5781, 6.81822, 18.7839, 25.6657, left2right
2.17118, 0.911414, 2.69548, 1.54392, 4.6069, 0.594778, 3.96385, 1.63197, 1.04797, 4.75483, 0.684366, 1.08394, 4.37269, 0.939995, 0.693451, 1.03303, 0.689662, 1.06189, 0.789712, 1.61669, 17.5591, 18.3713, 22.8781, 22.0529, 18.5667, 21.2472, 18.0839, 4.32187, 18.4874, 1.44494, 12.5191, 11.9936, 16.4009, 4.96641, 19.2137, 16.5369, 13.8485, 4.71967, 17.1632, 23.9132, left2right
0.497005, 1.08863, 1.0752, 0.399416, 6.51358, 1.79812, 6.35298, 1.59741, 3.32897, 6.11335, 1.10693, 0.291341, 7.70145, 0.748076, 1.74148, 4.51373, 1.47863, 0.519438, 0.763484, 4.02042, 14.1097, 15.9109, 21.7996, 19.8893, 14.3609, 15.9075, 12.7493, 5.5126, 15.0563, 2.49841, 11.2667, 11.5578, 11.8445, 7.47758, 16.8659, 16.0478, 13.0963, 3.56322, 16.0203, 21.5011, left2right
0.43767, 0.380069, 1.06578, 0.176609, 6.92791, 0.726401, 4.73766, 0.963595, 1.72708, 6.37786, 0.514079, 0.263041, 6.10521, 0.230798, 0.673747, 2.2446, 0.640498, 0.305121, 0.144973, 3.01782, 17.8894, 20.7565, 25.534, 22.6265, 18.9341, 20.984, 18.7016, 6.66783, 18.8549, 1.24241, 13.3048, 12.3397, 16.6433, 6.66916, 19.6268, 16.9114, 14.7277, 6.44742, 17.913, 24.8338, left2right
1.59034, 0.447967, 2.02934, 0.52303, 4.83857, 0.494641, 3.43951, 1.17485, 1.06579, 4.72626, 0.509015, 0.457366, 4.10019, 0.426912, 0.366649, 1.16639, 0.150626, 0.2614, 0.296639, 2.24764, 14.2963, 14.3793, 20.2422, 19.1872, 15.9281, 17.081, 14.3122, 5.34685, 16.626, 0.609919, 12.8244, 12.8911, 13.1029, 5.73509, 18.4387, 14.6037, 10.1412, 5.85791, 16.6934, 21.3298, left2right
0.353452, 0.761207, 1.55247, 0.343308, 7.55213, 1.4687, 5.17584, 1.51741, 2.0471, 4.90291, 0.974162, 0.78281, 4.83923, 0.444573, 1.15914, 2.93651, 0.721274, 0.467756, 0.254244, 3.44775, 20.7711, 21.7575, 26.4815, 26.075, 22.3192, 24.4283, 22.0866, 8.23134, 22.2399, 0.942845, 16.9766, 15.8498, 20.1079, 6.8162, 23.0119, 19.2313, 16.4481, 6.60918, 21.2267, 28.1271, left2right
2.70868, 1.20056, 3.14653, 2.37707, 3.77172, 0.715584, 2.21414, 2.26491, 0.775845, 2.81687, 1.38847, 2.16684, 4.06921, 1.48241, 0.932178, 0.783183, 0.680966, 1.57916, 1.3502, 1.39501, 15.4214, 12.7841, 16.1452, 15.1171, 14.9972, 15.4739, 15.5596, 3.79379, 14.6508, 1.33896, 12.8245, 12.4733, 14.365, 4.33905, 15.0999, 15.284, 10.066, 4.33946, 14.7176, 17.2645, left2right
1.50375, 0.335634, 1.78788, 0.361349, 5.32392, 0.424015, 3.44362, 0.902272, 0.981981, 4.91254, 0.382715, 0.420189, 3.74058, 0.28752, 0.33601, 1.15268, 0.225952, 0.339175, 0.122692, 2.14992, 17.0645, 17.696, 23.1772, 22.2635, 18.4215, 20.272, 17.985, 5.23579, 18.4568, 0.579288, 13.5692, 12.5699, 15.9617, 5.66114, 19.3712, 15.9041, 12.8769, 6.42725, 17.3478, 24.4342, left2right
6.64204, 4.46942, 6.65579, 5.17167, 0.630647, 4.19502, 2.62235, 5.57254, 3.94156, 2.31834, 4.13515, 4.91581, 2.20716, 4.79072, 4.29941, 2.98027, 3.91527, 4.93674, 4.85495, 1.53021, 7.05848, 5.77663, 8.07097, 7.11133, 5.05696, 5.235, 4.5445, 0.945664, 5.47968, 4.36021, 3.89259, 4.18887, 5.03577, 2.51097, 6.56661, 7.89822, 6.51964, 0.866145, 7.00485, 9.90981, left2right
4.48835, 4.1542, 5.79865, 5.22571, 2.5147, 3.17227, 3.1543, 4.3334, 1.66735, 3.75081, 3.81071, 4.58339, 0.893841, 4.28397, 3.36873, 0.850365, 2.69702, 3.5549, 3.60536, 1.70105, 10.2154, 8.8485, 10.2148, 10.7828, 8.36859, 8.40389, 7.59303, 2.26185, 8.96703, 1.4963, 9.55594, 8.89894, 8.12767, 4.53328, 10.3095, 12.0855, 9.84135, 1.85471, 11.158, 11.4286, left2right
1.38439, 0.474349, 1.66377, 0.397694, 5.26417, 0.589696, 3.94391, 1.34753, 1.37061, 4.9303, 0.694039, 0.274249, 4.77673, 0.474359, 0.478467, 1.82095, 0.214551, 0.153778, 0.382354, 2.51483, 13.9001, 14.9671, 21.4912, 20.8319, 15.0623, 15.8794, 12.8203, 6.09652, 16.1119, 0.708299, 10.5708, 11.5373, 12.0894, 5.82041, 18.3958, 15.4182, 10.5829, 6.02386, 17.3776, 22.5208, left2right
1.15994, 0.399703, 1.64216, 0.619741, 7.05966, 1.1279, 5.70108, 1.99374, 2.71605, 4.87859, 1.11756, 0.483437, 7.27969, 0.587728, 0.62527, 3.83233, 0.727952, 0.443869, 0.627349, 3.72631, 18.757, 20.8954, 26.3168, 23.4599, 19.5745, 20.6426, 16.4434, 6.35185, 19.4953, 2.01112, 11.5983, 11.4435, 16.9038, 6.50182, 19.9706, 18.0065, 15.9071, 4.91206, 18.7115, 25.5224, left2right
0.843713, 0.880281, 1.38263, 0.485041, 6.99269, 1.08417, 5.60695, 1.7647, 2.78675, 5.32615, 0.975346, 0.326092, 6.2723, 0.842285, 0.94961, 3.38225, 0.995987, 0.195148, 0.703997, 3.80955, 15.0639, 16.449, 23.4661, 22.168, 15.601, 16.2148, 12.7598, 5.87483, 17.0732, 1.29919, 9.65999, 10.2429, 12.6529, 6.749, 19.0522, 17.4786, 12.7825, 4.93306, 17.9953, 23.7171, left2right
1.67069, 1.34232, 1.99444, 0.881497, 6.8196, 1.43307, 4.83797, 0.973711, 0.897626, 4.86574, 0.584329, 1.06737, 2.87025, 0.635677, 1.46036, 1.60892, 0.917531, 0.676461, 0.582742, 2.94365, 20.353, 20.828, 20.6154, 23.6014, 21.0721, 21.9303, 20.8395, 6.26607, 20.9928, 0.261367, 15.5661, 14.7909, 18.7011, 6.02163, 21.7648, 19.3291, 16.6382, 7.33621, 19.3663, 25.4617, left2right
3.36206, 1.12683, 3.87289, 2.35511, 3.51176, 0.959149, 1.55123, 2.84942, 1.21182, 1.82169, 1.84408, 2.45097, 3.2477, 1.60686, 0.821827, 1.05502, 0.685217, 1.7522, 1.45902, 1.18958, 15.7003, 12.1128, 14.8664, 13.7754, 13.8221, 14.4266, 15.1409, 3.16534, 13.383, 1.17278, 12.6698, 13.2814, 15.4324, 4.10316, 13.6956, 15.391, 10.0926, 4.71353, 13.5471, 16.2063, left2right
1.56714, 0.618445, 2.17707, 0.881021, 5.157, 0.460878, 4.00664, 1.58646, 1.41854, 4.69843, 0.579662, 0.695253, 4.99408, 0.715367, 0.395601, 1.52084, 0.575619, 0.31616, 0.759534, 2.81805, 17.0415, 16.7536, 24.6553, 23.5768, 18.0356, 18.2337, 14.6548, 6.11491, 19.8659, 0.758401, 10.7224, 10.9484, 14.7901, 5.57365, 20.0947, 17.0798, 13.213, 5.85534, 18.6881, 25.7771, left2right
1.50338, 1.46955, 3.49236, 1.506, 4.79395, 1.44045, 2.4859, 2.47603, 1.20206, 2.31826, 1.68217, 1.9253, 3.51933, 1.39098, 1.42617, 1.28084, 1.31081, 1.50732, 1.26445, 2.38606, 17.9633, 16.6762, 22.4887, 23.2719, 19.19, 19.2374, 15.8303, 5.58594, 20.1514, 1.18627, 11.703, 11.3914, 16.2461, 5.27714, 20.7293, 16.7458, 13.0869, 5.98774, 17.3177, 24.0753, left2right
1.43356, 0.47729, 1.34535, 0.899045, 6.24215, 0.806239, 5.37601, 1.79556, 2.8407, 4.79848, 1.04122, 0.360565, 7.28531, 0.708356, 0.631958, 3.88467, 1.03218, 0.4285, 0.870529, 3.24479, 16.9341, 17.7116, 24.8344, 22.0928, 16.9725, 17.5523, 13.3317, 5.13353, 17.8659, 2.13588, 9.05845, 9.15305, 13.9934, 6.39014, 18.1806, 16.9935, 15.0092, 4.7101, 17.2968, 23.9406, left2right
0.602363, 0.78247, 1.04775, 0.354069, 7.22909, 1.66625, 6.06307, 1.34297, 3.31035, 5.11498, 1.09466, 0.487627, 7.09112, 0.615821, 1.537, 4.46826, 1.63139, 0.826565, 0.792546, 4.00689, 18.3655, 20.6647, 25.4514, 22.6143, 18.6534, 20.954, 18.4208, 5.97543, 18.5741, 2.62447, 13.3874, 12.2168, 16.5772, 8.0248, 19.3461, 18.266, 16.8257, 4.09056, 17.8522, 24.6979, left2right
1.77809, 0.46337, 1.71282, 0.782076, 5.30997, 0.433923, 4.39521, 1.45964, 1.94632, 5.20912, 0.565887, 0.460213, 5.53415, 0.583553, 0.381321, 2.12266, 0.493365, 0.298889, 0.648992, 2.81512, 13.3594, 14.9945, 21.6521, 19.9073, 14.5468, 15.7172, 12.7925, 5.77183, 15.3224, 1.41958, 10.4289, 10.2819, 11.812, 6.01494, 17.2394, 14.2995, 10.0888, 5.81255, 16.1886, 21.6234, left2right
0.589885, 0.581949, 1.73054, 0.151901, 6.44686, 1.05406, 4.4319, 1.30898, 1.65056, 6.12134, 0.655853, 0.496239, 4.78458, 0.322897, 0.735767, 2.4747, 0.578479, 0.35718, 0.234021, 2.82069, 18.5802, 20.4146, 25.874, 23.706, 19.9933, 22.0621, 19.7608, 7.36645, 19.9141, 0.627023, 14.3282, 13.3829, 17.7279, 6.66896, 20.686, 17.1833, 14.5935, 7.21591, 18.9888, 25.8244, left2right
1.18651, 0.452889, 1.50418, 0.507779, 5.13499, 0.626595, 4.56235, 1.4414, 1.81392, 5.10318, 0.492307, 0.244959, 7.1357, 0.474027, 0.501664, 2.56062, 0.347389, 0.298116, 0.443156, 3.18902, 13.1497, 15.1615, 21.651, 20.0739, 14.0916, 14.9714, 11.7578, 5.61434, 15.1929, 1.54742, 9.39652, 10.3041, 11.2472, 6.24654, 17.5459, 15.171, 10.7438, 5.58208, 16.7256, 21.6535, left2right
2.79289, 2.21032, 4.56202, 2.29304, 4.50663, 2.00844, 3.0064, 2.66436, 1.06881, 4.31593, 1.72884, 2.46422, 1.33506, 2.16163, 1.88664, 0.823857, 1.53169, 1.89944, 1.65295, 1.85561, 19.9913, 17.4171, 18.1706, 18.164, 21.4279, 18.1532, 20.9058, 3.88968, 20.212, 0.408758, 15.3123, 14.0828, 18.3177, 5.1338, 18.7739, 18.1282, 14.6844, 4.84438, 15.4202, 20.0243, left2right
0.953434, 0.88999, 1.90245, 0.288793, 8.06687, 1.40136, 5.00266, 1.54045, 2.06023, 6.2448, 0.825793, 0.586967, 4.44393, 0.560879, 1.10694, 3.03251, 0.9199, 0.501831, 0.469936, 3.29981, 17.6994, 19.5147, 22.1833, 22.3201, 17.9477, 19.8056, 17.1176, 6.87361, 18.2005, 0.584318, 15.0214, 13.5609, 15.6273, 6.93274, 19.3455, 17.9885, 15.1462, 6.26437, 18.0007, 24.4903, left2right
0.702292, 0.641386, 1.64026, 0.178549, 6.55969, 1.06617, 4.91995, 1.3466, 1.88988, 5.82163, 0.677984, 0.268985, 5.07068, 0.37092, 0.827417, 2.69331, 0.577533, 0.217172, 0.292408, 3.14342, 15.4114, 17.6598, 23.4667, 21.1925, 16.4113, 18.0314, 15.292, 6.893, 16.8303, 0.710672, 13.8202, 12.7487, 13.9727, 6.39291, 18.2517, 15.7251, 12.3594, 6.48297, 17.0427, 23.0315, left2right
3.35203, 1.24952, 3.84073, 2.31336, 3.12705, 0.951098, 2.67273, 2.87321, 1.18168, 2.76299, 1.9539, 2.06733, 2.80155, 1.73159, 0.961842, 0.9551, 0.673345, 1.46515, 1.48169, 1.29701, 14.2362, 11.1078, 13.2977, 13.0149, 12.4987, 12.8437, 13.163, 2.64819, 12.3781, 1.03782, 12.1106, 14.2818, 13.5648, 5.18505, 13.0015, 14.7635, 9.28013, 4.23193, 13.0177, 14.4757, left2right
2.06202, 1.0781, 3.24528, 1.69696, 4.08387, 0.974474, 1.84217, 2.41294, 0.685854, 2.34311, 1.91641, 2.26916, 2.6742, 1.3333, 1.1658, 0.615314, 0.929571, 1.53756, 1.24406, 1.05187, 17.4142, 13.7996, 17.2365, 15.9744, 17.9184, 16.6778, 18.2896, 3.72287, 16.7412, 0.995649, 12.9058, 13.3388, 17.0452, 3.58054, 16.2292, 15.8245, 11.0842, 5.27128, 14.091, 18.1113, left2right
2.2685, 1.20384, 2.95561, 1.51297, 4.05592, 1.0907, 2.66252, 2.22171, 1.20378, 2.60683, 1.52478, 1.52733, 3.79599, 1.34087, 1.03145, 1.29521, 0.788583, 1.22336, 1.17827, 1.74907, 13.8236, 13.108, 17.123, 16.2335, 14.8759, 15.7767, 12.7683, 4.69471, 15.3108, 1.11125, 9.90494, 10.6206, 11.7957, 5.55902, 15.8354, 14.2721, 9.52711, 5.164, 15.328, 18.4804, left2right
1.55231, 0.326461, 1.51315, 0.740854, 6.09396, 0.461495, 4.35748, 1.44558, 2.15448, 4.72652, 0.615476, 0.383786, 7.22448, 0.590312, 0.379589, 2.56367, 0.827017, 0.323154, 0.619172, 2.91251, 16.5845, 17.7663, 23.9897, 21.1791, 17.4394, 17.7085, 13.7173, 4.68832, 17.3602, 1.75105, 9.08076, 9.01689, 14.4052, 6.42635, 17.7745, 15.8743, 13.9768, 5.03572, 16.4571, 23.3725, left2right
1.51278, 1.25119, 2.08394, 0.893486, 4.77041, 0.888369, 4.46912, 1.49482, 2.10256, 5.01201, 0.799258, 0.37877, 6.84436, 1.0183, 1.19858, 2.61111, 1.27982, 0.653295, 0.908135, 3.0498, 12.2502, 13.4377, 20.3717, 19.0266, 12.5767, 13.2014, 9.80756, 3.79564, 13.9885, 1.72651, 6.82362, 7.45303, 9.60655, 6.79234, 16.1588, 15.1528, 10.7916, 3.52397, 15.0711, 20.652, left2right
1.05152, 1.07155, 2.71152, 0.97097, 5.17037, 0.923195, 3.3204, 1.73985, 1.28624, 3.53902, 1.0614, 1.06389, 4.30154, 1.13854, 0.928217, 1.47606, 0.869728, 1.06878, 0.688752, 2.40991, 14.4235, 14.5529, 21.6241, 21.6647, 15.7171, 16.3611, 12.7465, 6.08489, 17.1588, 0.956163, 9.86038, 10.6612, 12.5212, 6.54608, 19.2071, 15.1656, 10.6615, 5.65904, 17.6124, 23.7192, left2right
1.08808, 0.537817, 1.57794, 0.507888, 5.49864, 0.656719, 4.95466, 1.71831, 2.38412, 5.8867, 0.964547, 0.23374, 6.16217, 0.69062, 0.464166, 3.18461, 0.676596, 0.155274, 0.642641, 3.38211, 14.9279, 16.4316, 23.7335, 21.8592, 15.6448, 16.193, 12.5516, 5.78983, 17.3359, 1.33307, 9.0598, 9.48813, 12.6986, 6.03266, 18.1742, 16.0399, 12.1148, 5.71602, 17.2095, 23.86, left2right
10.1629, 10.3027, 10.1656, 11.5582, 1.10491, 6.62532, 2.03773, 6.89526, 7.1723, 2.21121, 9.61237, 6.92829, 4.52583, 9.55573, 8.3441, 8.28067, 6.36918, 6.23635, 9.08414, 2.38728, 7.33084, 6.19362, 6.94882, 7.37921, 6.12096, 5.93633, 5.63034, 2.37732, 6.46118, 10.0683, 5.67564, 6.48331, 6.18135, 2.2266, 7.55888, 8.56761, 7.30997, 1.44327, 7.88106, 8.70839, left2right
0.945314, 0.739022, 1.75408, 0.765674, 6.87115, 1.36766, 5.57778, 2.03333, 2.66395, 5.16693, 0.89378, 0.677305, 6.84974, 0.632957, 0.913433, 3.5435, 0.885366, 0.387953, 0.669918, 3.94829, 19.0457, 20.1008, 26.7952, 23.9172, 19.6553, 19.8688, 15.8871, 7.02881, 20.0331, 1.60392, 11.4467, 11.4684, 16.5932, 6.22023, 20.3926, 18.1529, 16.0018, 5.50178, 19.1833, 26.0139, left2right
1.23061, 0.247842, 1.23644, 0.443101, 5.74629, 0.389379, 4.4901, 0.898259, 1.45193, 5.81178, 0.314523, 0.320814, 5.88933, 0.195723, 0.320095, 1.95139, 0.322214, 0.402402, 0.254402, 2.90709, 15.2359, 17.6911, 23.182, 20.7947, 16.2155, 17.91, 15.2608, 6.00227, 16.5419, 1.47173, 13.1082, 12.1014, 13.7971, 6.07557, 17.8369, 15.3636, 12.2196, 6.17569, 16.5413, 22.7098, left2right
1.0669, 0.70265, 0.997174, 0.867703, 6.73449, 1.07186, 5.86305, 1.32876, 2.98221, 5.29732, 0.987447, 0.49596, 7.2708, 0.788366, 1.20056, 3.6369, 1.48588, 0.445632, 0.97363, 4.22026, 17.9607, 18.2995, 25.2697, 22.4389, 17.7603, 18.0831, 14.0728, 5.26844, 18.4689, 2.57907, 9.73822, 9.80608, 14.7776, 7.48669, 18.7998, 18.012, 16.4375, 3.62173, 17.6895, 24.5867, left2right
1.56062, 0.458897, 1.91932, 0.531816, 7.15838, 0.673822, 4.66611, 1.01655, 1.06768, 4.69981, 0.257391, 0.618397, 4.76929, 0.300245, 0.536712, 1.45845, 0.438318, 0.689746, 0.290704, 2.95248, 19.4789, 21.3149, 23.246, 23.5771, 19.8816, 21.9344, 19.649, 5.92513, 19.8024, 1.11501, 15.04, 13.6195, 17.5948, 5.85245, 20.5743, 18.8734, 16.5615, 5.82969, 18.8631, 25.9265, left2right
0.905759, 0.354887, 1.5609, 0.146182, 5.49137, 0.668161, 4.15079, 1.13368, 1.61191, 5.45695, 0.480718, 0.181627, 5.61827, 0.261363, 0.440876, 2.3796, 0.384149, 0.194347, 0.135315, 2.77052, 15.0841, 17.8615, 23.1058, 20.597, 16.2203, 18.0174, 15.4463, 6.24703, 16.4452, 0.856803, 12.3512, 11.491, 13.8522, 6.51591, 17.6043, 14.8792, 12.0222, 6.28335, 16.2258, 22.5346, left2right
2.14259, 0.350539, 2.24532, 0.748564, 4.30649, 0.336203, 3.27671, 1.21393, 0.803569, 4.16655, 0.63172, 0.809204, 4.51826, 0.456726, 0.277226, 1.14675, 0.262, 0.632067, 0.36139, 2.06055, 17.9943, 18.9432, 24.3118, 23.1402, 19.4738, 21.4994, 19.2412, 5.7029, 19.3945, 0.663767, 13.6609, 12.7936, 17.1504, 5.93537, 20.1665, 16.4997, 13.7251, 5.55238, 18.3356, 25.2965, left2right
1.10965, 0.228218, 1.76443, 0.418585, 5.38438, 0.318332, 3.85975, 1.48073, 1.50639, 5.62109, 0.596499, 0.634805, 5.12406, 0.316815, 0.176018, 1.90294, 0.228331, 0.612342, 0.262692, 2.4447, 18.6788, 19.8069, 25.1867, 23.7898, 20.1093, 22.1481, 19.8767, 6.03066, 20.0301, 1.1576, 14.4822, 13.5132, 17.8037, 5.82761, 20.802, 17.2234, 14.4943, 6.02421, 19.0533, 25.9411, left2right
1.48195, 0.525988, 2.39602, 0.554949, 5.16122, 0.456785, 3.35625, 1.27616, 0.934068, 4.32144, 0.402162, 0.664074, 4.27299, 0.489295, 0.341898, 1.02131, 0.352671, 0.650527, 0.300339, 2.21669, 15.4736, 16.1248, 21.9631, 21.0584, 16.9506, 18.6423, 15.9644, 5.65558, 17.2901, 0.689421, 13.2948, 12.4566, 14.5127, 5.80546, 18.5325, 14.8992, 11.3019, 6.17571, 16.9953, 23.1626, left2right
0.738337, 0.693178, 1.58467, 0.309847, 6.95528, 1.06279, 4.13925, 0.965783, 1.27236, 4.53348, 0.573837, 0.648469, 3.89654, 0.302274, 0.842672, 1.79189, 0.579444, 0.359355, 0.227996, 2.66034, 19.2452, 19.7256, 25.1239, 24.6159, 21.002, 22.9786, 20.7694, 6.66776, 20.9227, 0.509075, 15.3288, 14.3469, 18.6129, 6.04972, 21.6947, 17.4343, 14.5039, 6.49113, 19.2415, 26.7671, left2right
3.41353, 0.769957, 2.58697, 1.92516, 4.43206, 0.387212, 2.97398, 2.06579, 1.52669, 3.52604, 1.25395, 1.24764, 4.24877, 1.20014, 0.334898, 1.49229, 0.411308, 0.77788, 1.21756, 2.07994, 15.6542, 13.3198, 18.8844, 19.7244, 17.1444, 16.9026, 14.1084, 3.59846, 18.4142, 1.55717, 10.495, 10.9015, 13.7393, 4.92814, 20.1609, 16.3026, 10.8689, 5.63964, 16.3284, 19.8966, left2right
1.09873, 0.860953, 1.35903, 0.777983, 6.47343, 0.754623, 5.13126, 1.20593, 1.73016, 5.2144, 0.669165, 0.50361, 5.89248, 0.747656, 0.855418, 2.2513, 0.913278, 0.262494, 0.740906, 3.60739, 15.743, 16.9964, 24.3481, 23.1694, 16.5814, 16.9801, 13.5185, 6.39813, 18.2476, 1.11124, 10.0506, 10.4876, 13.4582, 6.18079, 19.5283, 17.1945, 12.7723, 5.9902, 18.4011, 24.7933, left2right
0.929074, 0.148345, 1.0588, 0.475191, 5.59071, 0.323121, 4.26533, 1.21876, 1.78812, 4.26433, 0.691762, 0.503801, 6.05945, 0.274203, 0.288376, 2.29054, 0.357767, 0.562892, 0.313922, 2.84148, 18.2139, 20.8753, 26.1194, 23.2307, 19.4665, 21.5835, 19.2339, 6.92498, 19.3872, 1.35676, 13.8141, 12.8604, 17.2658, 6.04324, 20.1592, 17.0378, 14.6448, 6.2343, 18.5043, 25.3275, left2right
1.05099, 0.185669, 1.20923, 0.431476, 6.03459, 0.318539, 4.7331, 1.4277, 2.10885, 5.62244, 0.755535, 0.290129, 6.55721, 0.39254, 0.319922, 2.71892, 0.373536, 0.4516, 0.367965, 3.0374, 14.4975, 16.9806, 22.5709, 20.3787, 15.4575, 17.0058, 14.2103, 5.95404, 15.9483, 1.54031, 12.9851, 11.9996, 12.9845, 6.65901, 17.47, 15.1303, 11.8123, 5.6281, 16.3121, 22.1815, left2right
4.10101, 2.35235, 4.84921, 3.24235, 2.92271, 2.08723, 1.4046, 4.03103, 1.3178, 1.58009, 2.89892, 3.10468, 2.4409, 3.04824, 2.03263, 0.847132, 1.7147, 2.68167, 2.93711, 1.0912, 17.0958, 13.5916, 15.3689, 16.6118, 15.1903, 14.7561, 12.3964, 2.0664, 16.7746, 1.32686, 9.73375, 10.7361, 13.1626, 4.05825, 17.3913, 19.5445, 14.5952, 3.97471, 14.2511, 16.5761, left2right
0.543446, 0.645592, 1.21246, 0.346589, 6.03019, 0.990069, 4.4907, 0.97393, 1.54127, 5.53573, 0.562323, 0.448961, 5.12316, 0.406927, 0.885005, 2.1974, 0.605592, 0.191217, 0.415161, 2.98086, 14.8933, 16.5566, 23.1503, 21.4491, 16.2554, 17.4601, 14.6247, 7.4595, 16.9616, 0.676926, 13.1189, 13.3557, 13.5067, 6.24159, 18.7855, 15.5656, 11.4534, 6.43645, 17.6533, 23.1996, left2right
0.797701, 0.64326, 1.22114, 0.629338, 7.22229, 1.24826, 6.17149, 1.9432, 3.24157, 5.25491, 1.28732, 0.366118, 7.94528, 0.884692, 1.00722, 4.42992, 1.08918, 0.315673, 0.8634, 4.03727, 16.4951, 17.4448, 24.8974, 23.0716, 16.6759, 17.2287, 13.4732, 5.88913, 18.4677, 2.06795, 9.77422, 10.1194, 13.7421, 6.87007, 19.233, 18.1651, 14.6641, 4.22117, 18.3085, 25.1105, left2right
0.566021, 0.77147, 1.2066, 0.268141, 6.78437, 1.21829, 5.22332, 1.26999, 2.4532, 6.28484, 0.748361, 0.300853, 7.01235, 0.572703, 1.20407, 3.13519, 1.13925, 0.325376, 0.471928, 3.68531, 15.2377, 17.4723, 22.7392, 20.2978, 15.759, 17.6018, 14.9198, 5.76865, 16.0206, 1.29119, 12.3668, 11.3455, 13.4837, 7.33173, 17.2283, 15.7917, 13.4206, 5.21934, 15.953, 22.2434, left2right
2.1239, 0.767328, 2.45205, 1.10631, 5.19649, 0.444973, 3.67484, 1.55489, 1.03558, 4.28326, 0.666415, 0.889072, 3.96355, 0.854586, 0.494149, 1.04032, 0.558687, 0.483105, 0.795822, 2.36979, 17.002, 15.3651, 22.2337, 23.3422, 18.3182, 18.3761, 14.9854, 4.92559, 20.2139, 0.648666, 11.0511, 11.2719, 14.9872, 5.15788, 20.5182, 16.852, 12.4948, 5.64305, 17.9939, 23.373, left2right
1.16926, 0.439658, 0.934419, 0.633963, 6.63883, 0.721837, 5.32851, 1.48666, 2.54102, 4.80412, 0.904608, 0.508374, 7.30312, 0.556372, 0.767429, 3.40922, 0.95983, 0.894574, 0.631072, 3.31598, 17.2886, 19.8781, 24.6624, 21.8068, 17.9165, 20.1511, 16.8494, 5.23262, 17.8373, 2.06017, 11.312, 10.8905, 15.8404, 6.92616, 18.6092, 16.8019, 15.0365, 4.61594, 17.0574, 23.8958, left2right
1.58729, 0.848674, 1.76559, 0.706235, 6.68898, 0.903545, 5.13436, 1.85138, 2.20622, 5.11753, 0.770948, 0.50425, 5.53338, 0.85408, 0.800429, 2.65131, 0.931889, 0.243472, 0.797039, 3.73779, 16.2594, 16.6538, 23.9592, 22.7094, 16.0587, 16.5062, 13.001, 5.16389, 17.7201, 0.999846, 9.542, 9.98243, 12.9983, 6.21649, 19.0192, 18.5608, 14.4397, 4.47731, 17.9322, 24.4861, left2right
