@RELATION appcontest 
 
@ATTRIBUTE acc_magx_min NUMERIC 
@ATTRIBUTE acc_magx_max NUMERIC 
@ATTRIBUTE acc_magx_abs_mean NUMERIC 
@ATTRIBUTE acc_magy_min NUMERIC 
@ATTRIBUTE acc_magy_max NUMERIC 
@ATTRIBUTE acc_magy_abs_mean NUMERIC 
@ATTRIBUTE acc_magz_min NUMERIC 
@ATTRIBUTE acc_magz_max NUMERIC 
@ATTRIBUTE acc_magz_abs_mean NUMERIC 
@ATTRIBUTE acc_mag_mean NUMERIC 
@ATTRIBUTE acc_magz_peakfreq NUMERIC 
@ATTRIBUTE acc_magz_spectralslope NUMERIC 
@ATTRIBUTE class {left2right,right2left,other} 
 
@DATA 
6.10875,6.35789,6.23211,1.79443,1.90921,1.85107,6.79542,6.95673,6.87058,9.45909,2.94,-0.418446,other
6.13792,6.31958,6.2414,1.79443,1.93599,1.85835,6.8038,6.95673,6.85879,9.45798,2.94,-0.417741,other
6.09887,6.43316,6.25244,1.80401,1.93599,1.86095,6.73901,6.94625,6.85155,9.4607,2.425,-0.421589,other
6.06774,6.4574,6.26457,1.76002,2.12259,1.86691,6.73901,6.94625,6.84317,9.46421,2.85,-0.429919,other
6.0212,6.50139,6.2569,1.66979,2.12259,1.87219,6.72854,6.95643,6.84407,9.46128,2.88,-0.425487,other
6.0212,6.50139,6.24713,1.65048,2.12259,1.86816,6.72854,6.95658,6.85226,9.46004,3.325,-0.430475,other
6.08869,6.50139,6.25155,1.65048,2.04358,1.86017,6.75757,6.95658,6.85286,9.46145,3.325,-0.430531,other
5.963,6.55181,6.25801,1.68954,2.04358,1.86661,6.68319,6.99294,6.84576,9.46216,3.84,-0.425577,other
5.963,6.59416,6.26684,1.69987,2.03401,1.86982,6.68319,6.99294,6.83862,9.46353,2.94,-0.416462,other
5.963,6.59416,6.26692,1.74745,2.03401,1.86636,6.68319,6.99294,6.83754,9.46207,3,-0.408066,other
4.75753,7.08467,6.25896,1.07857,2.4913,1.88853,5.73076,7.82567,6.82013,9.45124,16.16,-0.402361,other
3.1672,11.0536,6.4034,-4.72057,3.64992,1.81841,3.69077,8.65435,6.64882,9.48235,1.01,-0.390959,other
3.1672,11.0536,6.93699,-4.72057,3.64992,1.5837,3.69077,8.65435,6.11799,9.5132,0.495,-0.366395,other
5.16349,11.0536,7.87319,-4.72057,2.92254,1.26562,3.69077,8.37588,5.25961,9.61434,0.48,-0.324961,other
7.27501,8.95212,8.1936,-1.80686,-0.911735,1.43416,4.40813,5.6938,4.68865,9.55289,0.47,-0.297179,other
8.00658,8.51279,8.26507,-1.59602,-1.24767,1.44013,4.40813,4.85345,4.54565,9.54264,0.475,-0.28548,other
8.15397,8.35717,8.27717,-1.50234,-1.32862,1.43262,4.43461,4.63393,4.51619,9.53743,2.375,-0.283693,other
8.2421,8.33757,8.28256,-1.48185,-1.37814,1.43326,4.44359,4.55911,4.50755,9.53802,37.73,-0.274519,other
8.243,8.33757,8.28231,-1.47272,-1.37814,1.43228,4.45317,4.54953,4.5051,9.5365,6.37,-0.274375,other
8.243,8.33802,8.2859,-1.47272,-1.38758,1.4335,4.44345,4.55926,4.50179,9.53823,15.52,-0.276996,other
8.24195,8.3476,8.28862,-1.47302,-1.38727,1.43376,4.43432,4.55926,4.49745,9.53859,2.91,-0.276725,other
8.22311,8.35837,8.28883,-1.48394,-1.38698,1.43413,4.43432,4.56809,4.49496,9.53768,3.325,-0.282385,other
8.22311,8.35837,8.28909,-1.48394,-1.36887,1.43661,4.43432,4.56809,4.4929,9.5373,3.76,-0.285261,other
8.21367,8.35837,8.29045,-1.48394,-1.36887,1.4355,4.43461,4.54924,4.49416,9.53891,4.85,-0.276522,other
8.19512,8.37693,8.28642,-1.52988,-1.33999,1.43288,4.39556,4.59697,4.49978,9.53772,3.5,-0.268546,other
8.19512,8.37693,8.28648,-1.52988,-1.33999,1.43474,4.39556,4.59697,4.49771,9.53708,3,-0.268422,other
8.22311,8.3482,8.28881,-1.48319,-1.38758,1.43283,4.42459,4.59697,4.49504,9.53751,3.465,-0.270977,other
8.1839,8.36675,8.28462,-1.4835,-1.37651,1.43099,4.42459,4.61612,4.50067,9.53626,3.92,-0.274083,other
8.1839,8.37663,8.28531,-1.51013,-1.37651,1.43469,4.40574,4.61612,4.50054,9.53738,3.43,-0.274074,other
8.1839,8.37663,8.28546,-1.51013,-1.37651,1.43892,4.40574,4.61612,4.49905,9.53745,3.465,-0.271211,other
8.22265,8.34849,8.28924,-1.49232,-1.3964,1.43927,4.40574,4.55866,4.49425,9.53847,4.04,-0.265574,other
8.22265,8.3669,8.2915,-1.49232,-1.38803,1.4389,4.44345,4.55852,4.49077,9.53874,3.535,-0.265375,other
8.183,8.42571,8.29149,-1.5224,-1.32069,1.43729,4.38763,4.59697,4.49312,9.53967,4,-0.268149,other
8.18255,8.43513,8.28659,-1.53258,-1.32069,1.43818,4.37835,4.60595,4.49882,9.53838,3,-0.268474,other
8.18255,8.43513,8.28537,-1.53258,-1.32069,1.43772,4.37835,4.60624,4.50103,9.53831,3.465,-0.271314,other
8.1827,8.39788,8.28997,-1.53168,-1.3566,1.44138,4.39645,4.60624,4.49691,9.54077,3.465,-0.271071,other
8.19332,8.37737,8.2905,-1.50085,-1.38682,1.44151,4.42504,4.60624,4.49196,9.53886,2.85,-0.282187,other
8.24121,8.3295,8.2919,-1.50085,-1.38682,1.44183,4.42459,4.57812,4.49081,9.53955,3.29,-0.285128,other
8.24166,8.33817,8.29234,-1.50085,-1.397,1.44148,4.42459,4.57812,4.48947,9.53923,19.27,-0.285045,other
8.2433,8.3488,8.29689,-1.48274,-1.39731,1.4393,4.40544,4.54908,4.48141,9.53907,0.465,-0.287593,other
8.25108,8.3488,8.30071,-1.48274,-1.38787,1.43771,4.40484,4.54908,4.47646,9.53984,2.91,-0.275422,other
8.21307,8.37708,8.30341,-1.49292,-1.37785,1.43487,4.40484,4.53921,4.47232,9.53983,3.465,-0.269611,other
8.21307,8.37708,8.30204,-1.49292,-1.37785,1.43634,4.40529,4.54908,4.47523,9.54025,3.5,-0.267085,other
8.21307,8.37768,8.30456,-1.49292,-1.38772,1.43717,4.40529,4.54908,4.47215,9.54113,4,-0.2669,other
8.23193,8.38576,8.30555,-1.52135,-1.37785,1.43881,4.40529,4.54908,4.47068,9.54156,3.465,-0.269504,other
8.23193,8.38621,8.30762,-1.52135,-1.37785,1.43895,4.40603,4.53981,4.46932,9.54274,3.76,-0.283756,other
8.23268,8.38621,8.30708,-1.52135,-1.37785,1.43786,4.40603,4.53981,4.46911,9.54199,3.72,-0.286794,other
8.21367,8.38621,8.30478,-1.49292,-1.37874,1.43736,4.40603,4.54026,4.47408,9.54223,3.8,-0.281067,other
8.21367,8.38576,8.30382,-1.48304,-1.37874,1.43899,4.41531,4.54026,4.47397,9.54157,3.92,-0.272464,other
8.23253,8.37603,8.30468,-1.48334,-1.39715,1.44186,4.40574,4.54026,4.47004,9.54091,4.9,-0.272226,other
8.25228,8.35793,8.30701,-1.49217,-1.3976,1.44189,4.40574,4.52081,4.46493,9.54054,0.99,-0.269175,other
8.26125,8.35762,8.30683,-1.49217,-1.3976,1.44206,4.42414,4.52081,4.46608,9.54094,5.5,-0.266554,other
8.26141,8.34775,8.30865,-1.49187,-1.39805,1.4423,4.40558,4.52096,4.46634,9.54268,5.445,-0.269259,other
8.26141,8.34775,8.30831,-1.49187,-1.40702,1.43952,4.39585,4.5211,4.46619,9.5419,10.605,-0.263915,other
8.26125,8.34775,8.30884,-1.49187,-1.40702,1.43677,4.38643,4.54011,4.46861,9.54308,7.35,-0.272139,other
8.26125,8.35748,8.30795,-1.46449,-1.40673,1.43759,4.38643,4.54011,4.46874,9.54249,17.86,-0.283731,other
8.26125,8.35748,8.30777,-1.48274,-1.39775,1.43773,4.38643,4.54011,4.46743,9.54174,3.325,-0.280658,other
8.26141,8.35733,8.30864,-1.48304,-1.39775,1.43928,4.41442,4.53038,4.46418,9.5412,14.065,-0.274681,other
8.25213,8.3488,8.30739,-1.48304,-1.40733,1.43906,4.40529,4.52081,4.4645,9.54024,4.545,-0.263822,other
8.25213,8.35822,8.30749,-1.48394,-1.39731,1.43982,4.40498,4.52081,4.46465,9.54051,14.355,-0.269156,other
8.2237,8.42391,8.30704,-1.48394,-1.34942,1.43493,4.39511,4.51108,4.46002,9.53724,0.48,-0.277273,other
7.68845,9.21833,8.33668,-1.93988,-0.880609,1.42377,3.76335,4.96762,4.42447,9.5489,1.92,-0.274663,other
6.83822,9.86357,8.40462,-1.93988,-0.688773,1.34637,3.20431,5.25178,4.34299,9.56722,1.47,-0.263615,other
6.83822,9.86357,8.51077,-1.92776,-0.688773,1.26537,3.20431,5.25178,4.20311,9.58467,0.49,-0.25514,other
7.855,8.95332,8.53715,-1.40613,-0.913225,1.25561,3.78863,4.61179,4.10072,9.55565,1.98,-0.246969,other
8.43289,8.64328,8.53567,-1.32907,-1.19649,1.27136,4.01473,4.22452,4.09458,9.55208,1.96,-0.249334,other
8.29807,8.69056,8.52542,-1.54994,-1.19649,1.31898,3.93858,4.30997,4.10669,9.55525,1.92,-0.255224,other
8.29807,8.69056,8.52399,-1.54994,-1.19649,1.37232,3.93858,4.30997,4.09895,9.55815,1.92,-0.254741,other
8.29807,8.68652,8.52755,-1.54994,-1.23868,1.40495,3.93858,4.30937,4.08112,9.55801,2.82,-0.259041,other
8.45548,8.60767,8.53169,-1.46254,-1.34882,1.40062,4.01413,4.15839,4.07142,9.55663,3.255,-0.261272,other
8.47329,8.60767,8.53396,-1.45252,-1.34882,1.39967,3.99498,4.11993,4.06592,9.55616,4.185,-0.26093,other
8.47329,8.58971,8.53313,-1.45192,-1.34837,1.40055,3.99498,4.11993,4.06336,9.55446,9.12,-0.252615,other
8.48422,8.58971,8.53537,-1.45222,-1.34837,1.40262,3.99498,4.11095,4.06373,9.55692,11.385,-0.244985,other
8.48422,8.58971,8.53468,-1.46239,-1.36647,1.40318,3.99513,4.12023,4.06328,9.55619,11,-0.242496,other
8.46476,8.57983,8.53101,-1.53541,-1.29974,1.4036,3.99513,4.17694,4.06789,9.55499,2.97,-0.24521,other
8.36855,8.57983,8.50512,-1.53541,-1.28867,1.40744,4.01399,4.3785,4.11532,9.55314,0.495,-0.248004,other
8.3268,8.57983,8.46769,-1.53541,-1.28597,1.40201,4.01399,4.3785,4.18553,9.54968,0.5,-0.249715,other
8.3268,8.5526,8.43995,-1.52763,-1.28597,1.40253,4.11978,4.3785,4.24289,9.55015,2.45,-0.258356,other
8.35702,8.49244,8.43579,-1.44953,-1.33535,1.40036,4.1762,4.33017,4.25038,9.54935,4.275,-0.267017,other
8.36735,8.50143,8.43621,-1.44967,-1.33535,1.40018,4.20418,4.30174,4.25182,9.55034,6.045,-0.272857,other
8.3678,8.50143,8.43626,-1.44967,-1.34433,1.39773,4.19579,4.31086,4.25052,9.54945,6.305,-0.261526,other
8.37677,8.50143,8.43922,-1.44967,-1.34508,1.3977,4.19519,4.31086,4.25129,9.5524,13.58,-0.261567,other
8.37723,8.49275,8.43803,-1.44938,-1.34538,1.40012,4.19519,4.31086,4.25199,9.55202,3.96,-0.256332,other
8.38695,8.49275,8.43688,-1.4582,-1.32623,1.40074,4.19519,4.31086,4.25588,9.55282,4,-0.254004,other
8.38695,8.49184,8.43267,-1.4582,-1.32623,1.40005,4.19535,4.33062,4.26025,9.55096,4.95,-0.256827,other
8.36675,8.48242,8.43105,-1.4582,-1.32623,1.3992,4.19535,4.33062,4.26283,9.55056,13.095,-0.262274,other
8.36675,8.48242,8.42971,-1.44893,-1.34523,1.39986,4.19535,4.33062,4.26507,9.55047,12.87,-0.257111,other
8.36675,8.47329,8.43124,-1.44893,-1.34523,1.39892,4.21465,4.31146,4.26215,9.55038,4.04,-0.251854,other
8.37663,8.48227,8.43087,-1.44893,-1.34567,1.40004,4.21465,4.32972,4.26288,9.55054,6.93,-0.256986,other
8.37663,8.48227,8.43062,-1.46733,-1.35406,1.40051,4.2148,4.33002,4.26133,9.54968,3.88,-0.262197,other
8.3672,8.48227,8.42841,-1.46733,-1.34567,1.40065,4.22407,4.33002,4.26251,9.54828,13.92,-0.265001,other
8.36705,8.48227,8.42504,-1.46733,-1.34403,1.40004,4.2148,4.33002,4.26495,9.54632,2.475,-0.257108,other
8.36705,8.48227,8.42343,-1.45866,-1.34403,1.39924,4.2148,4.33002,4.26704,9.54572,2.5,-0.254658,other
8.36675,8.49244,8.42188,-1.45866,-1.34448,1.40182,4.2148,4.33002,4.27102,9.54651,13.5,-0.2549,other
8.27951,8.5523,8.41375,-1.52689,-1.22073,1.40554,4.15779,4.41516,4.28284,9.54537,2,-0.255575,other
8.27951,8.56787,8.43444,-1.58989,-1.22073,1.41501,4.08117,4.41516,4.24446,9.54823,0.5,-0.253245,other
8.27951,8.56787,8.45595,-1.58989,-1.22073,1.41875,4.07115,4.41516,4.20142,9.54884,0.5,-0.250664,other
8.37603,8.56098,8.48067,-1.48813,-1.33491,1.42666,4.07115,4.26253,4.15809,9.55245,3.43,-0.253203,other
8.41598,8.55993,8.48733,-1.47078,-1.3756,1.42464,4.07115,4.22483,4.14062,9.55043,0.475,-0.260104,other
8.42556,8.55993,8.49376,-1.47062,-1.37546,1.42603,4.07204,4.197,4.12874,9.55118,4.23,-0.262138,other
8.43544,8.5508,8.49697,-1.48888,-1.36573,1.42408,4.07204,4.18667,4.12782,9.55335,4.365,-0.253976,other
8.43544,8.5508,8.49896,-1.48888,-1.36573,1.42116,4.05184,4.18667,4.12766,9.55461,39.6,-0.248833,other
8.4266,8.56113,8.49952,-1.47092,-1.36573,1.42153,4.04287,4.18742,4.12325,9.55327,5.445,-0.248555,other
8.38681,8.56966,8.49294,-1.47092,-1.3741,1.42065,4.04287,4.24293,4.12532,9.54821,2.475,-0.248664,other
8.38681,8.58088,8.4993,-1.4814,-1.34583,1.4185,4.03269,4.24293,4.11917,9.55093,0.5,-0.245813,other
8.41613,8.58088,8.50954,-1.4814,-1.34583,1.41754,4.03269,4.21539,4.10206,9.55251,1.98,-0.24727,other
8.46387,8.5704,8.51585,-1.47092,-1.36647,1.41657,4.02401,4.15824,4.09109,9.55325,3.43,-0.249134,other
8.44367,8.58013,8.51783,-1.47092,-1.32892,1.4138,4.02312,4.17664,4.08833,9.55345,2.97,-0.246443,other
8.44367,8.58013,8.52028,-1.46179,-1.32892,1.40892,4.02312,4.17664,4.08601,9.55392,3.06,-0.23906,other
8.44367,8.58013,8.52007,-1.45237,-1.32892,1.40529,4.02312,4.17664,4.08486,9.55269,3.43,-0.248757,other
8.45474,8.56024,8.51927,-1.45237,-1.3569,1.40664,4.03299,4.15839,4.08552,9.55243,11.75,-0.259398,other
8.45504,8.58912,8.52174,-1.45192,-1.34822,1.40472,4.02431,4.14792,4.08233,9.55299,23.205,-0.26773,other
8.46476,8.58912,8.52338,-1.4609,-1.34763,1.40676,4.02431,4.15779,4.07942,9.55352,3.72,-0.261788,other
8.46476,8.58912,8.52503,-1.4609,-1.34763,1.40558,4.02386,4.15779,4.07964,9.55491,4.365,-0.251,other
8.46492,8.58971,8.52702,-1.4609,-1.34897,1.40687,4.00486,4.14836,4.07418,9.55456,4.365,-0.250656,other
8.46492,8.58971,8.52639,-1.4612,-1.3569,1.40814,4.00486,4.11993,4.07245,9.55343,3,-0.243041,other
8.46492,8.58971,8.52724,-1.4612,-1.35765,1.41069,4.01413,4.13879,4.06817,9.55275,3,-0.242785,other
8.48407,8.57086,8.52915,-1.45297,-1.36707,1.40981,4.01413,4.13879,4.07243,9.55614,3.535,-0.240632,other
8.4923,8.59854,8.52976,-1.45297,-1.33804,1.40699,4.00426,4.13908,4.07288,9.55646,3.5,-0.243065,other
8.48452,8.59854,8.52872,-1.45087,-1.33804,1.40734,4.00426,4.13908,4.0718,9.55512,2.97,-0.24546,other
8.46446,8.58971,8.53002,-1.45237,-1.33804,1.4047,4.00426,4.13908,4.06966,9.55497,12.87,-0.245336,other
8.36825,8.58971,8.51853,-1.56385,-1.2984,1.40818,4.01429,4.25371,4.09493,9.55625,0.485,-0.251888,other
7.90482,8.60782,8.45729,-1.71214,-1.28807,1.44496,3.90865,4.57363,4.17794,9.54461,0.48,-0.259571,other
7.89944,8.81027,8.39766,-1.8718,-0.817758,1.4034,3.77472,5.0981,4.32448,9.55588,2.425,-0.265673,other
7.89944,8.81027,8.32875,-1.8718,-0.817758,1.36212,3.77472,5.0981,4.43792,9.54109,2.425,-0.272678,other
8.07856,8.43558,8.29158,-1.73279,-0.967848,1.3484,4.10841,4.88367,4.50805,9.5346,3.395,-0.277216,other
8.24001,8.38486,8.28924,-1.42588,-1.30199,1.35267,4.44494,4.57827,4.51362,9.53495,2.425,-0.277715,other
8.24001,8.32665,8.2846,-1.42588,-1.30213,1.35016,4.4626,4.57827,4.52115,9.53411,0.495,-0.272561,other
8.21023,8.3461,8.28364,-1.40643,-1.26367,1.34788,4.46289,4.57812,4.52724,9.53585,2.97,-0.272927,other
8.21023,8.3461,8.28483,-1.42394,-1.26367,1.34791,4.47217,4.61628,4.52812,9.53731,2.85,-0.284472,other
8.21023,8.3461,8.28318,-1.42394,-1.26367,1.34961,4.47247,4.61628,4.52901,9.53654,4.7,-0.287558,other
8.24076,8.33622,8.28293,-1.397,-1.29331,1.35534,4.47217,4.58784,4.52587,9.53563,23.52,-0.275635,other
8.24076,8.33563,8.28168,-1.39731,-1.29331,1.35465,4.47217,4.57827,4.52619,9.53459,5.445,-0.272869,other
8.24001,8.32635,8.279,-1.40583,-1.29345,1.35527,4.47217,4.57827,4.52937,9.53386,27.93,-0.275849,other
8.24001,8.32769,8.28036,-1.40748,-1.31141,1.35499,4.47217,4.57812,4.53194,9.53623,49,-0.27601,other
8.23986,8.32769,8.28092,-1.40748,-1.31201,1.35524,4.48175,4.59757,4.53359,9.53753,12.25,-0.276113,other
8.23986,8.32635,8.28133,-1.40613,-1.27416,1.3557,4.4816,4.59757,4.531,9.53673,12.5,-0.270434,other
8.22086,8.31722,8.27946,-1.42528,-1.27416,1.35665,4.4816,4.60655,4.52827,9.53394,6.5,-0.270264,other
8.22086,8.33533,8.27794,-1.42528,-1.30243,1.35331,4.47202,4.60655,4.52931,9.53264,3.96,-0.273051,other
8.23058,8.33533,8.27898,-1.42528,-1.30243,1.35314,4.47202,4.58799,4.53105,9.53435,4.75,-0.284667,other
8.23058,8.33533,8.27768,-1.40628,-1.30258,1.35592,4.47233,4.58799,4.53401,9.53502,34.78,-0.287887,other
8.23043,8.33548,8.27502,-1.40628,-1.30183,1.35635,4.47233,4.57841,4.53273,9.53215,16.74,-0.290903,other
8.23043,8.33548,8.27473,-1.40628,-1.28343,1.35625,4.47262,4.57812,4.53225,9.53167,8.46,-0.287777,other
8.23971,8.33548,8.27538,-1.40628,-1.28343,1.35295,4.47262,4.59727,4.53274,9.532,11.04,-0.281801,other
8.24045,8.31722,8.27595,-1.39715,-1.28343,1.35419,4.47262,4.59727,4.53149,9.53207,7.425,-0.273187,other
8.23028,8.30839,8.27511,-1.40688,-1.31081,1.35752,4.47173,4.59727,4.53148,9.53181,6.86,-0.275972,other
8.2213,8.33622,8.27722,-1.42483,-1.30258,1.35807,4.47173,4.59727,4.53319,9.53454,7.68,-0.281823,other
8.2213,8.33622,8.27665,-1.42483,-1.30228,1.35489,4.47173,4.60684,4.53559,9.53474,7.125,-0.284936,other
8.23014,8.33608,8.27671,-1.42483,-1.30228,1.3536,4.47188,4.60684,4.53689,9.53522,10.45,-0.285023,other
8.22983,8.33533,8.27585,-1.40628,-1.31112,1.35419,4.47188,4.60684,4.53943,9.53576,15.84,-0.282209,other
8.22983,8.33608,8.27636,-1.40628,-1.31112,1.35525,4.47188,4.61628,4.53707,9.53524,5.17,-0.288078,other
8.23926,8.33608,8.27617,-1.40613,-1.29345,1.35455,4.47202,4.61628,4.53591,9.53442,6.24,-0.281998,other
8.2207,8.33608,8.27599,-1.42498,-1.29345,1.35332,4.4816,4.61628,4.5363,9.53428,13.72,-0.276262,other
8.2207,8.31767,8.27506,-1.42498,-1.30258,1.35263,4.4816,4.61642,4.53764,9.53401,16.975,-0.27919,other
8.2207,8.31633,8.27365,-1.42498,-1.30258,1.35398,4.4816,4.61642,4.537,9.53267,14.25,-0.285037,other
8.23014,8.31693,8.27442,-1.40673,-1.30258,1.35428,4.4816,4.61672,4.53697,9.53336,19.95,-0.285035,other
8.23028,8.32665,8.27487,-1.40673,-1.31112,1.35496,4.4816,4.61672,4.53682,9.53378,18.81,-0.273512,other
8.23043,8.32665,8.27568,-1.39671,-1.30213,1.3532,4.47247,4.61672,4.53866,9.53512,19.305,-0.27362,other
8.23043,8.32665,8.27718,-1.39731,-1.30213,1.35569,4.47247,4.59727,4.53758,9.53625,1.96,-0.276357,other
8.23028,8.31678,8.27772,-1.39731,-1.30213,1.35456,4.47247,4.59727,4.53979,9.53761,2.425,-0.279333,other
8.23028,8.31738,8.27484,-1.42514,-1.28313,1.3532,4.47217,4.62645,4.53687,9.53353,0.485,-0.279146,other
8.23058,8.3265,8.27492,-1.42514,-1.28313,1.3529,4.47217,4.62645,4.53119,9.53085,21.78,-0.273161,other
8.23058,8.3265,8.27477,-1.40673,-1.30228,1.35548,4.47217,4.62645,4.53249,9.53171,6.5,-0.27051,other
8.23014,8.32635,8.27545,-1.40673,-1.30199,1.35298,4.49133,4.60715,4.53659,9.5339,6.5,-0.270765,other
8.23014,8.3268,8.27484,-1.39671,-1.30199,1.35229,4.46275,4.60729,4.53995,9.53487,22.275,-0.273698,other
8.23014,8.3268,8.27697,-1.40613,-1.30154,1.35079,4.46275,4.60729,4.53844,9.53579,5.88,-0.276391,other
8.19258,8.3268,8.27609,-1.42588,-1.25499,1.35189,4.48175,4.60729,4.53862,9.53528,6.435,-0.273608,other
8.17252,8.37409,8.27334,-1.42588,-1.25499,1.34863,4.4626,4.64411,4.53822,9.53229,3.88,-0.27921,other
8.17252,8.37409,8.27049,-1.42588,-1.25499,1.34449,4.4626,4.64411,4.54386,9.53193,3.92,-0.276703,other
8.17252,8.37409,8.26831,-1.39655,-1.29255,1.34275,4.4626,4.64411,4.55027,9.53282,3.43,-0.277095,other
8.22041,8.33608,8.26656,-1.39655,-1.30168,1.34406,4.4816,4.61642,4.55259,9.53255,6.72,-0.28304,other
8.22041,8.33608,8.26708,-1.39611,-1.30168,1.34434,4.49133,4.61642,4.55437,9.53389,4.85,-0.280225,other
8.22041,8.33608,8.26505,-1.38727,-1.30168,1.34183,4.49133,4.61642,4.55646,9.53278,3.88,-0.280353,other
8.22056,8.31633,8.26444,-1.39595,-1.29211,1.34096,4.48204,4.61657,4.55781,9.53278,0.485,-0.280434,other
8.21038,8.33563,8.26612,-1.39715,-1.29211,1.33971,4.48204,4.645,4.56007,9.53514,22.275,-0.274904,other
8.21038,8.35389,8.27219,-1.40688,-1.23464,1.33563,4.47188,4.67418,4.55448,9.53721,2.5,-0.271803,other
7.73304,8.88389,8.28801,-2.24304,-1.23464,1.43809,3.65067,5.02657,4.49534,9.54283,2.5,-0.267873,other
7.73304,8.88389,8.33796,-2.24304,-1.16357,1.54811,3.65067,5.02657,4.37062,9.54778,0.5,-0.26038,other
7.73304,8.88389,8.39354,-2.24304,-1.16357,1.65888,3.65067,4.98857,4.23587,9.55138,1.96,-0.257608,other
8.27622,8.49155,8.40863,-1.79084,-1.55891,1.64913,4.12786,4.3387,4.21711,9.55049,2.88,-0.262132,other
8.35389,8.46985,8.40921,-1.70331,-1.59931,1.65402,4.15584,4.30054,4.2122,9.54957,2.85,-0.26461,other
8.36301,8.46985,8.4113,-1.70391,-1.59991,1.65456,4.15644,4.28169,4.20849,9.54987,12.825,-0.264386,other
8.33458,8.45923,8.40973,-1.7042,-1.60006,1.65694,4.1554,4.28124,4.20726,9.54835,4.9,-0.256222,other
8.33458,8.45923,8.41011,-1.7042,-1.59976,1.65284,4.1554,4.28124,4.2092,9.54883,28.71,-0.253751,other
8.35493,8.4504,8.41099,-1.7042,-1.59976,1.65117,4.14672,4.28124,4.20811,9.54883,26.675,-0.258918,other
8.36286,8.4504,8.41169,-1.71259,-1.59976,1.65129,4.14672,4.25295,4.20438,9.54783,14.725,-0.264135,other
8.34461,8.45983,8.4138,-1.71259,-1.59078,1.65574,4.14627,4.25281,4.20366,9.55014,11.4,-0.264091,other
8.34461,8.45983,8.41329,-1.71318,-1.59078,1.65722,4.13714,4.25281,4.2062,9.55107,13.92,-0.261492,other
8.34461,8.45983,8.41362,-1.71318,-1.59931,1.65672,4.13714,4.26163,4.20404,9.55032,3.36,-0.261358,other
8.3449,8.46012,8.4127,-1.71259,-1.59931,1.65552,4.14701,4.26163,4.20264,9.54868,40.67,-0.255945,other
8.35403,8.46012,8.41124,-1.72306,-1.59991,1.65663,4.14687,4.26208,4.20218,9.54739,41.58,-0.253328,other
8.35403,8.4697,8.41094,-1.72306,-1.59991,1.65715,4.13699,4.26208,4.20024,9.54636,5.445,-0.25321,other
8.36391,8.4697,8.41492,-1.71273,-1.60888,1.65494,4.12696,4.25295,4.19876,9.54884,5.335,-0.258336,other
8.35448,8.45968,8.41405,-1.71273,-1.60888,1.65397,4.12696,4.25311,4.19947,9.54821,7.125,-0.263822,other
8.35448,8.45968,8.41267,-1.73174,-1.60888,1.65506,4.14672,4.25311,4.20086,9.5478,6.72,-0.261163,other
8.35358,8.46896,8.41291,-1.73174,-1.60904,1.6578,4.12741,4.25281,4.20196,9.54897,13.86,-0.253309,other
8.35358,8.46896,8.41435,-1.73174,-1.60904,1.65645,4.12741,4.25281,4.20309,9.5505,14.14,-0.248366,other
8.35358,8.45952,8.41548,-1.70405,-1.58105,1.6571,4.14687,4.25281,4.20189,9.55107,5.5,-0.250781,other
8.37289,8.4504,8.41668,-1.70405,-1.58105,1.65894,4.14656,4.26223,4.19902,9.55119,4.365,-0.25836,other
8.36406,8.45952,8.4144,-1.70405,-1.59886,1.6603,4.14656,4.26223,4.19918,9.54949,5.76,-0.261057,other
8.35403,8.45952,8.41102,-1.70405,-1.59886,1.65691,4.15614,4.26163,4.20127,9.54684,30.555,-0.258501,other
8.35403,8.47883,8.41273,-1.71333,-1.59886,1.6561,4.13683,4.26163,4.20153,9.54832,21.375,-0.263958,other
8.35403,8.47883,8.41351,-1.71333,-1.60036,1.65566,4.12771,4.26163,4.19799,9.54737,3.84,-0.260983,other
8.36421,8.47883,8.41442,-1.70346,-1.60036,1.65706,4.12771,4.25311,4.19554,9.54734,19.4,-0.25814,other
8.36346,8.45997,8.4123,-1.70405,-1.60874,1.65498,4.14627,4.25236,4.19758,9.54601,26.675,-0.258267,other
8.36346,8.46925,8.41363,-1.71259,-1.60874,1.65542,4.14627,4.24308,4.20019,9.54841,27,-0.25068,other
8.34461,8.48751,8.41259,-1.71438,-1.57237,1.65336,4.14716,4.25266,4.19969,9.54693,3.09,-0.24335,other
8.34461,8.48751,8.40976,-1.71438,-1.57237,1.65544,4.14716,4.29096,4.2058,9.5475,2.575,-0.243695,other
8.34461,8.4691,8.40407,-1.70376,-1.57237,1.65141,4.14612,4.29096,4.21248,9.54472,2.02,-0.248914,other
8.35329,8.45968,8.40267,-1.71333,-1.60844,1.65359,4.14612,4.29096,4.21448,9.54474,3,-0.251529,other
8.35329,8.45968,8.40228,-1.71333,-1.60844,1.65542,4.14612,4.27226,4.21428,9.54462,9.9,-0.254054,other
8.32485,8.45952,8.40202,-1.71333,-1.58929,1.65498,4.13744,4.27226,4.21529,9.54478,4.32,-0.26205,other
8.32485,8.45952,8.4012,-1.71318,-1.58929,1.65232,4.13744,4.27151,4.21475,9.54337,3.8,-0.26478,other
8.35418,8.45923,8.40347,-1.71318,-1.58929,1.65133,4.15614,4.27151,4.21504,9.54531,3.395,-0.259345,other
