@RELATION appcontest 
 
@ATTRIBUTE acc_magx_min NUMERIC 
@ATTRIBUTE acc_magx_max NUMERIC 
@ATTRIBUTE acc_magx_abs_mean NUMERIC 
@ATTRIBUTE acc_magy_min NUMERIC 
@ATTRIBUTE acc_magy_max NUMERIC 
@ATTRIBUTE acc_magy_abs_mean NUMERIC 
@ATTRIBUTE acc_magz_min NUMERIC 
@ATTRIBUTE acc_magz_max NUMERIC 
@ATTRIBUTE acc_magz_abs_mean NUMERIC 
@ATTRIBUTE acc_mag_mean NUMERIC 
@ATTRIBUTE acc_magz_peakfreq NUMERIC 
@ATTRIBUTE acc_magz_spectralslope NUMERIC 
@ATTRIBUTE class {left2right,right2left,other} 
 
@DATA 
-4.21255,2.31263,1.35539,6.35923,11.604,9.56535,-2.88858,5.61031,1.37799,9.86079,0.495,-0.0631798,other
-3.46991,1.00914,1.40679,8.44187,10.4228,9.50658,-0.338179,3.81916,1.76408,9.81721,0.97,-0.105859,other
-1.98746,-1.02726,1.40311,9.2339,9.79697,9.53256,1.2143,2.19052,1.71886,9.7904,5.88,-0.104318,other
-1.66336,-1.07618,1.35391,9.36392,9.73951,9.54227,1.40838,1.94706,1.69477,9.78705,0.49,-0.102999,other
-1.71318,-1.15175,1.35937,9.42019,9.68519,9.54982,1.27101,1.88047,1.61405,9.7815,0.95,-0.101137,other
-1.81927,-1.15175,1.39634,9.42019,9.68519,9.56536,1.26278,1.85922,1.51744,9.78686,0.465,-0.0971408,other
-1.81927,-1.14052,1.38533,9.42019,9.68519,9.56761,1.26278,1.77468,1.50846,9.78603,0.46,-0.0976055,other
-1.61846,0.130927,1.20538,9.42288,9.82151,9.57204,1.30797,2.73909,1.67024,9.79815,0.97,-0.102133,other
-2.5504,0.227296,1.20031,6.14451,12.933,9.45532,-2.6315,6.09797,2.15409,9.81239,0.49,-0.122862,other
-2.5504,1.8688,1.00598,6.14451,12.933,9.74291,-3.36801,6.09797,1.91448,10.0659,0.485,-0.08643,other
-4.8111,1.8688,1.19569,5.03346,15.2948,9.72477,-6.95194,15.9868,2.07237,10.2988,3.88,-0.0549215,other
-4.8111,2.40705,1.32815,5.03346,16.4576,10.0567,-6.95194,15.9868,2.40056,10.8094,2.425,-0.0546507,other
-7.07136,3.49729,1.46598,3.5353,16.4576,9.99519,-7.71,14.6123,1.99229,10.6417,3.92,-0.0173607,other
-7.07136,3.49729,1.5239,3.5353,16.4576,9.60242,-7.71,14.6123,1.8749,10.2352,8.16,-0.0474458,other
-5.08239,3.49729,1.75718,7.33875,13.1371,9.75784,-3.13637,9.41286,1.38725,10.1244,8.075,-0.0580071,other
-3.48397,2.35393,1.9629,8.41074,11.1219,9.49163,-0.519541,4.01833,1.21203,9.81045,0.48,-0.0714826,other
-4.88427,2.9399,1.94844,8.26515,12.0631,9.55191,-5.02523,6.16366,1.36375,9.93635,5.88,-0.0675076,other
-4.88427,2.9399,1.43606,8.26515,12.0631,9.6243,-5.02523,6.16366,1.21845,9.92723,0.475,-0.0600137,other
-2.15281,0.984607,0.84383,9.10595,10.5621,9.67638,-0.270543,2.02353,1.08129,9.79953,0.475,-0.0658408,other
-2.15281,0.0427958,1.09514,9.26936,10.5621,9.62449,0.417632,2.02353,1.44619,9.79825,9.3,-0.0923449,other
-2.91985,0.0854445,1.36061,8.24899,9.75178,9.48848,1.21011,2.56102,1.64746,9.75334,0.48,-0.101668,other
-4.45557,1.03743,1.32536,8.22235,10.747,9.46631,-2.19561,6.06894,1.61248,9.78285,0.49,-0.0882437,other
-4.46499,4.60176,1.69689,7.02496,14.6986,9.66479,-3.88141,12.0999,2.13097,10.2471,3.96,-0.0701825,other
-4.50838,4.60176,1.34114,7.02496,14.6986,10.0281,-3.88141,12.0999,1.54939,10.442,3.465,-0.0292688,other
-4.50838,3.23678,1.3639,7.02496,13.1024,9.75198,-4.48175,12.0999,1.64282,10.2113,5.39,-0.0170353,other
-4.20492,2.45044,1.03485,7.61842,13.1024,9.85238,-4.48175,9.43276,0.932798,10.0687,5.445,0.000404373,other
-2.43802,2.45044,0.788095,8.26829,10.4151,9.77784,-1.90082,5.88473,0.619047,9.87563,0.49,-0.0167607,other
-6.03303,4.01833,1.14297,8.62323,11.1829,9.82103,-2.37906,2.91566,0.691815,9.99253,1.5,-0.0132658,other
-6.03303,4.01833,1.19823,8.45249,12.3341,9.73001,-2.37906,3.88051,1.19517,9.99187,1.485,-0.0369416,other
-6.2274,2.5498,1.32617,5.86948,13.4646,9.72773,-4.02491,7.53073,1.46294,10.0911,1.47,-0.0475428,other
-6.2274,2.5498,1.71775,4.09599,17.2216,9.59316,-5.95462,16.7072,2.37499,10.3323,1.455,-0.0659075,other
-4.1768,2.61385,1.27481,4.09599,17.2216,9.86673,-5.95462,16.7072,1.91758,10.3967,3.88,-0.0305944,other
-4.52096,3.06754,1.43766,4.39482,17.2216,9.88737,-5.98605,19.0975,2.14663,10.6182,3.84,-0.0324469,other
-5.82997,3.06754,1.57763,4.39482,17.0645,9.74652,-5.98605,19.0975,2.28984,10.5235,1.5,-0.0311734,other
-6.53401,3.27269,1.55367,4.63304,16.278,10.0959,-4.87155,16.1806,1.75886,10.6338,1.515,-0.0160921,other
-6.53401,3.27269,1.83061,4.63304,16.278,9.74286,-4.87155,16.1806,2.07531,10.4876,1.53,-0.0360777,other
-8.50816,4.99604,1.9538,6.93803,12.9145,9.75744,-4.86258,9.92057,1.58448,10.3712,4.455,-0.0288662,other
-8.50816,4.99604,1.54254,6.93803,11.9845,9.69454,-4.86258,8.00538,1.1515,10.1003,2.91,-0.0181494,other
-8.50816,4.99604,1.34153,6.93803,12.108,9.66298,-2.56073,8.00538,1.18094,10.0067,0.475,-0.0177012,other
-1.85594,0.79337,0.916701,8.41613,12.108,9.69476,-2.56073,2.74747,0.974884,9.81341,0.48,-0.0255498,other
-1.85594,0.79337,1.1744,8.41613,12.108,9.70948,-2.56073,2.14817,1.03204,9.84683,5,-0.0511916,other
-1.48933,-0.937771,1.20627,9.56833,9.88975,9.72168,-1.17135,-0.626531,0.933948,9.84174,7.5,-0.0555125,other
-1.45102,-0.830634,1.16995,9.61517,9.83543,9.72147,-1.09997,-0.742042,0.944328,9.83776,1.9,-0.0591382,other
-1.45102,-0.775414,1.15912,9.55037,9.89484,9.72185,-1.09145,-0.705532,0.950416,9.83767,1.88,-0.0601338,other
-1.57806,0.350153,1.03983,9.15579,9.93209,9.69822,-1.20188,0.538242,0.822693,9.79634,0.48,-0.0490678,other
-3.54608,1.59482,1.1104,4.84896,15.0193,9.73941,-2.80418,15.9344,1.26542,10.0529,3.88,0.00050838,other
-5.90209,3.08669,1.28896,4.84896,15.0193,9.88472,-5.44496,15.9344,1.54752,10.3369,1.485,-0.0227756,other
-5.90209,3.08669,1.54768,4.68301,18.4117,9.61119,-6.55196,18.3057,2.3539,10.4276,3.96,-0.0356337,other
-4.96328,3.08669,1.34212,4.68301,18.4117,10.0636,-6.55196,18.6515,2.68177,10.9115,2.475,-0.0507865,other
-5.19881,2.82917,1.46461,4.25505,18.3259,10.1246,-6.55196,18.6515,2.43421,10.8396,4.41,-0.0240118,other
-5.19881,2.82917,1.52179,4.25505,18.3259,9.8598,-6.59147,18.6515,2.38071,10.592,4.275,-0.044298,other
-4.47367,2.82917,1.71517,7.16338,13.1443,9.86603,-6.59147,10.76,1.76504,10.3497,4.75,-0.0474365,other
-4.47367,1.92896,1.52408,7.70147,11.459,9.71667,-1.49486,4.10197,0.888303,9.96807,0.48,-0.0258765,other
-3.4325,-0.0239378,1.145,8.70702,10.6798,9.73902,-0.974134,2.18828,0.59038,9.86628,0.49,-0.00103352,other
-2.28479,-0.0239378,1.0664,9.36886,10.1272,9.74452,-0.974134,0.943302,0.483556,9.83799,0.495,-0.00175913,other
-2.55324,-0.518933,1.56054,9.1694,10.0404,9.63558,-0.793968,1.63642,0.737439,9.80774,0.49,-0.0329513,other
-2.55324,-0.148442,1.49031,9.1694,10.2303,9.65098,-0.273083,1.63642,0.723813,9.82114,0.485,-0.042689,other
-2.55324,0.0598592,0.893987,9.1694,10.2303,9.73319,-0.558895,1.63642,0.463462,9.82032,0.5,-0.0151279,other
-2.43757,0.0598592,0.824159,9.1697,10.1265,9.74088,-0.558895,1.61143,0.438691,9.81721,0.5,-0.0131594,other
-2.43757,0.0598592,1.34311,9.1697,10.1265,9.62801,-0.400578,1.9538,0.944789,9.80886,0.5,-0.0508518,other
-2.43757,-1.32159,1.77695,9.1697,9.89408,9.51351,0.772423,1.9538,1.43658,9.7887,1.5,-0.0853477,other
-1.92327,-1.5411,1.74656,9.36812,9.65318,9.52754,1.24767,1.65468,1.48113,9.79961,2.04,-0.0865074,other
-1.95215,-1.56833,1.76624,9.36812,9.65318,9.52684,1.24767,1.65468,1.45396,9.7983,1.5,-0.0866279,other
-1.95215,-1.59049,1.80701,9.45835,9.63761,9.54215,1.07379,1.58375,1.3454,9.80558,0.51,-0.078529,other
-1.9737,-1.64689,1.83045,9.40972,9.66829,9.54872,1.07379,1.54739,1.28105,9.80744,0.505,-0.0755309,other
-1.9737,-1.57253,1.80763,9.3521,9.66829,9.53879,1.07379,1.65528,1.34412,9.80259,0.49,-0.0816454,other
-2.0762,-1.49277,1.76283,9.32293,9.6385,9.52389,1.18841,1.93405,1.50784,9.80458,0.96,-0.0934228,other
-2.83291,0.347603,1.51616,8.9864,10.4117,9.57741,-0.374542,1.93405,1.18647,9.80627,0.5,-0.0676611,other
-2.83291,0.787682,0.9348,8.9864,10.4117,9.68721,-0.459084,1.93405,0.662263,9.8064,0.505,-0.0294828,other
-1.7078,0.787682,0.500251,9.11807,10.1519,9.78415,-0.567868,1.12017,0.25592,9.81295,0.505,-0.00351065,other
-2.80538,0.787682,1.07897,8.92475,10.1688,9.67597,-0.567868,2.15566,0.734723,9.81749,0.5,-0.0359552,other
-3.01801,0.238966,1.74844,8.92475,10.1688,9.49799,-0.157866,2.30559,1.36693,9.78855,0.97,-0.0825417,other
-6.68739,1.67144,2.31938,5.39438,17.9131,9.37829,-5.57589,9.77213,1.9327,9.96091,6.24,-0.101483,other
-6.68739,3.7855,1.78353,5.39438,17.9131,9.63287,-5.57589,9.77213,1.76035,10.1341,0.475,-0.0723385,other
-6.68739,3.7855,1.55566,5.39438,17.9131,9.63112,-5.57589,12.4352,1.78296,10.1757,1.92,-0.0465924,other
-4.86122,2.55249,1.40723,6.13344,14.8575,9.8266,-3.30815,12.4352,1.47502,10.2165,2.425,-0.033136,other
-4.99664,2.55249,1.66002,6.48029,14.8575,9.83504,-3.30815,12.4352,1.42811,10.2551,2.425,-0.0372894,other
-4.99664,1.66874,1.36907,7.22667,13.7607,9.81583,-2.96818,2.47094,0.961533,10.0415,1.44,-0.0235922,other
-4.95535,1.66874,1.33141,8.88749,10.842,9.78003,-2.62686,3.28706,0.869754,9.9851,0.97,-0.0239207,other
-4.95535,2.12438,1.29948,8.88749,10.2875,9.74862,-1.72351,3.51705,0.879227,9.95938,1.44,-0.0375992,other
-4.95535,2.12438,1.44408,8.70598,10.3358,9.66556,-1.72351,3.51705,1.0111,9.91528,1.92,-0.0460903,other
-3.89263,1.42918,1.41753,8.70598,10.6791,9.63976,-0.784995,2.74253,1.0327,9.85671,0.485,-0.056729,other
-3.89263,0.149187,1.54236,8.62817,10.6791,9.63355,-0.241359,2.2176,0.893028,9.84545,0.495,-0.0516462,other
-3.29873,2.19052,1.28477,8.41778,10.6527,9.68115,-1.65602,5.45169,0.915263,9.89709,1.94,-0.0385837,other
-3.29873,2.19052,1.17018,7.21111,11.5691,9.65416,-1.87689,5.45169,1.16862,9.90055,0.97,-0.0396994,other
-5.70368,1.24932,1.08206,6.42149,12.6116,9.57343,-1.87689,4.69693,1.45171,9.87018,0.485,-0.0615474,other
-6.79168,1.72127,2.00207,6.18341,12.6869,9.49355,-2.30575,4.69693,1.4453,10.0019,0.485,-0.0574718,other
-6.79168,1.72127,2.5848,6.18341,12.6869,9.56234,-2.30575,3.989,0.64349,10.0501,0.98,-0.0122081,other
-5.14644,-1.47466,3.21584,8.19916,10.6872,9.24814,-0.732922,2.18664,0.644584,9.85317,1.515,-0.0319131,other
-5.14644,-1.95739,3.41172,7.95181,11.3282,9.18086,-1.9101,3.0053,0.873816,9.87238,1.53,-0.0376473,other
-6.10306,1.13992,3.25644,5.35323,18.3195,9.18747,-5.58592,8.67531,1.44334,10.0075,1.53,-0.0503347,other
-6.10306,3.12664,2.33523,4.31521,18.3195,9.48962,-6.2298,8.67531,1.97716,10.2279,3.8,-0.0467008,other
-6.90061,3.41006,1.53496,1.92761,18.5733,10.3283,-11.8715,17.5788,2.91724,11.3085,3.68,-0.0497511,other
-7.33561,4.46394,1.65351,1.92761,19.2071,9.99215,-11.8715,20.2263,3.25646,11.1961,1.9,-0.0286483,other
-7.33561,5.90778,1.78735,0.077511,19.2071,10.0669,-13.4913,20.2263,3.10674,11.2173,1.94,-0.0153581,other
-7.33561,5.90778,1.82788,0.077511,19.2481,10.1364,-13.4913,20.2094,3.3518,11.3476,1.98,-0.00995266,other
-6.7661,5.90778,2.11297,0.077511,19.2481,10.3656,-13.4913,20.2094,3.68945,11.7869,1.98,-0.0208553,other
-9.09428,4.44195,2.18755,2.76303,19.3608,9.96665,-9.11927,20.1623,3.59609,11.3428,2,-0.00147951,other
-9.09428,4.55776,2.20073,1.73444,19.3608,10.1632,-9.11927,20.151,3.82488,11.5599,1.98,-0.00743414,other
-5.54282,4.55776,1.8295,1.73444,19.2629,10.2123,-6.5584,20.1669,3.64782,11.4775,4.59,-0.0255935,other
-5.54282,4.55776,2.02044,2.19516,19.2629,10.2799,-6.74844,20.1669,3.61798,11.5526,1.96,-0.0177215,other
-5.29712,3.99797,2.01253,2.31622,19.2764,10.0815,-7.92457,20.1847,3.79498,11.4214,1.94,-0.00903599,other
-5.29712,6.05592,1.9634,1.63881,19.2764,10.2908,-8.28609,20.1905,3.94981,11.6747,1.94,-0.0166984,other
-6.28292,6.57816,2.04819,1.63881,19.2233,10.1146,-8.84753,20.2077,3.77109,11.5104,1.96,-0.0164213,other
-6.28292,6.57816,2.28378,1.63881,19.2233,9.84827,-8.84753,20.2077,3.67417,11.2995,1.96,-0.00325342,other
-6.28292,4.51048,2.28599,2.15042,19.2233,10.4642,-10.3366,20.2077,3.56174,11.8596,4.545,-0.00756989,other
-6.7821,4.112,2.04852,2.15042,19.2453,9.69396,-10.3366,20.1822,3.36168,11.0475,4.545,-0.00369817,other
-6.7821,4.112,2.13153,2.68551,19.2453,10.2081,-8.90364,20.1822,3.49035,11.5088,4.545,-0.00647438,other
-5.88578,4.38718,1.94527,2.68551,19.2351,10.2991,-6.67422,20.2253,3.21519,11.3919,1.92,-0.00548495,other
-5.88578,4.43207,1.83692,3.01996,19.2351,10.2355,-6.67422,20.2253,3.38369,11.3484,3.72,0.000253466,other
-8.21682,4.83519,1.96784,3.61745,19.2351,10.0678,-6.16875,20.2485,3.51768,11.3026,1.92,-0.0165128,other
-8.21682,4.83519,2.03016,2.49279,19.189,9.93263,-9.01423,20.2485,3.45725,11.1858,1.94,-0.00163171,other
-8.70178,4.65728,1.7187,2.49279,19.189,10.0256,-13.9657,20.2223,3.35711,11.1208,1.94,-0.0430537,other
-8.70178,4.65728,1.88023,0.0448944,19.1329,9.81863,-13.9657,20.1917,3.64165,11.1063,4.9,-0.0814182,other
-9.56713,8.00149,2.19731,0.0448944,19.1329,10.1143,-14.6091,20.1917,4.6615,11.9394,2.475,-0.0685874,other
-9.56713,9.23957,2.47634,0.0448944,19.1329,9.96926,-14.6091,20.1917,4.11421,11.6368,1.92,-0.0237811,other
-9.56713,9.23957,2.18011,0.513697,19.2983,9.56744,-14.6091,20.1217,4.34519,11.3127,3.84,-0.0719143,other
-11.0363,7.32199,1.99548,0.513697,19.2983,9.6566,-18.9575,20.1029,4.23666,11.3456,2.375,-0.0868971,other
-11.0363,7.32199,2.13467,0.513697,19.2882,9.58274,-18.9575,16.0378,3.63994,11.0909,1.92,-0.0877451,other
-7.2551,5.75725,2.15405,1.95141,19.2498,9.82165,-8.43109,20.1907,3.16644,10.998,1.485,-0.0653841,other
-7.2551,5.27423,2.18341,1.83574,19.2487,9.99105,-7.53836,20.1907,3.1458,11.1542,2.04,-0.0173505,other
-9.66604,5.27423,2.44865,1.51118,19.2487,10.4247,-7.53836,20.2009,3.71905,11.9269,2.02,-0.0259984,other
-9.66604,5.17322,2.41784,0.728725,19.2487,10.0401,-7.22817,20.2115,3.44667,11.4707,1.92,-0.0315407,other
-9.84007,7.14871,2.63954,0.728725,19.2386,10.1425,-6.88849,20.2467,3.31037,11.6998,1.88,-0.0520399,other
-9.84007,7.14871,2.73848,0.636847,19.2386,10.0454,-9.66365,20.2467,3.80685,11.9279,1.9,-0.0452728,other
-9.84007,7.14871,2.72622,0.636847,19.2386,10.0005,-9.66365,20.2398,3.29492,11.545,2,-0.0127908,other
-7.69489,6.66928,2.41887,0.636847,19.122,9.88065,-9.66365,20.2398,3.66141,11.4809,3.535,-0.0499158,other
-8.95033,6.66928,2.30544,2.46032,19.2577,9.97928,-6.32258,20.2396,3.45516,11.3133,1.96,-0.0239231,other
-8.95033,6.66928,2.23456,2.20235,19.2613,10.224,-7.41237,20.2396,3.50873,11.5681,1.94,-0.0330574,other
-6.12266,4.46918,2.09896,2.15027,19.2613,10.1492,-7.41237,20.1729,2.97186,11.2172,1.94,0.0049061,other
-5.30175,5.41398,2.1182,2.15027,19.2613,10.2522,-7.41237,20.1729,3.47665,11.5114,1.94,-0.0127562,other
-5.15721,5.41398,2.0431,0.511608,19.2453,9.9253,-9.25035,20.2037,3.24574,11.1197,1.96,0.000752529,other
-5.15721,4.33675,1.91454,0.511608,19.2564,10.1378,-9.25035,20.2037,3.49244,11.4566,2,-0.0109342,other
-5.02597,4.07175,1.73949,1.07933,19.2564,9.99439,-7.82298,20.1905,3.22768,11.1377,2,-0.00370764,other
-5.06848,4.30667,1.89318,0.411346,19.2564,10.3887,-8.59959,20.1905,3.37503,11.6115,1.98,-0.0103178,other
-6.75862,6.67736,1.91836,0.411346,19.299,9.83724,-9.58165,20.1905,3.36046,11.0948,1.94,0.000902047,other
-6.75862,6.67736,2.0329,1.47167,19.299,10.2245,-9.58165,20.1682,3.49555,11.514,1.96,-0.000352603,other
-5.92439,4.98378,1.8535,1.47167,19.2511,10.139,-8.79965,20.1859,3.38977,11.3646,1.96,-0.0136973,other
-6.50154,4.98378,2.03058,1.61473,19.2511,10.2007,-8.79965,20.1859,3.11729,11.3169,1.98,0.0118826,other
-6.50154,4.71443,2.03781,0.876568,19.2511,9.88473,-8.59031,20.1901,3.4809,11.2798,2,-0.0245455,other
-5.52381,4.12367,1.99337,0.876568,19.2603,10.2397,-8.59031,20.1901,3.66699,11.6462,1.98,-0.00644877,other
-6.5388,4.3791,2.14186,0.887189,19.2921,10.2301,-7.14677,20.1745,3.46921,11.568,1.96,0.00849621,other
-6.5388,5.29846,2.18248,0.887189,19.2921,10.1217,-7.14677,20.1359,2.99496,11.2396,2,-0.00057376,other
-6.5388,5.29846,2.11897,0.887189,19.2921,10.5245,-9.0042,20.1681,3.55146,11.8258,2,-0.00129983,other
-6.09094,4.1533,2.07398,0.694912,19.2941,10.3609,-9.0042,20.1681,3.71847,11.6977,1.96,-0.0105317,other
-6.59791,4.1533,2.15598,0.694912,19.3053,10.1475,-6.91364,20.1509,3.6671,11.4699,1.94,0.01241,other
-6.59791,4.84761,2.29437,0.74369,19.3053,10.0973,-11.1459,20.1201,3.81432,11.5801,1.96,0.0108741,other
-6.16756,4.84761,2.33089,0.74369,19.2957,10.2715,-11.1459,20.1418,3.82406,11.8081,1.9,0.0101007,other
-7.53612,4.69647,2.39678,0.74369,19.2957,10.2533,-11.1459,20.1418,3.71695,11.7769,1.9,0.0109327,other
-7.53612,4.90732,2.28013,1.0253,19.2664,10.2934,-10.7551,20.1509,3.47801,11.6865,1.94,0.00996514,other
-7.00356,4.90732,2.28585,1.13155,19.2664,10.3013,-6.36148,20.157,3.4702,11.6905,1.96,-0.000569723,other
-7.00356,4.90732,2.16988,1.2535,19.229,10.2036,-9.22551,20.1756,3.47249,11.5567,2,-0.00793124,other
-7.00356,4.3975,2.06337,1.2535,19.2556,10.1317,-9.22551,20.1756,3.28147,11.3155,2,-0.00234595,other
-6.57785,4.78312,2.05323,1.2535,19.2556,10.2206,-9.22551,20.1756,3.47491,11.4968,2,0.00807446,other
-6.57785,4.78312,2.01534,1.39072,19.2809,10.0153,-7.89869,20.1753,3.26158,11.224,1.98,-0.0102939,other
-5.49792,4.78312,2.08461,2.11675,19.2809,10.2393,-7.89869,20.1805,3.55653,11.4826,1.98,0.00400658,other
-5.4677,4.5015,1.93422,2.46705,19.2226,10.2384,-7.79125,20.201,3.36551,11.3725,1.96,-0.00217254,other
-5.4677,4.50973,2.02652,2.94544,19.2226,10.4318,-9.09234,20.201,3.32145,11.5818,1.98,-0.00454825,other
-5.7562,4.50973,1.99319,1.14891,19.2568,9.82462,-9.09234,20.201,3.29888,11.0561,1.98,-0.00529521,other
-6.60568,4.50973,2.09733,0.118061,19.2568,10.1626,-14.5009,20.1886,3.44588,11.5311,1.98,9.91865e-05,other
-6.60568,4.19445,2.00196,0.118061,19.2006,10.1076,-14.5009,20.1886,3.24735,11.3737,4.365,-0.000955474,other
-6.60568,7.68186,2.19919,0.118061,19.1838,9.93839,-14.5009,20.1831,3.21119,11.2448,4.85,-0.00859322,other
-7.00088,7.68186,2.28493,1.6249,19.2112,10.1506,-8.03411,20.1831,3.61264,11.5327,1.92,0.00958914,other
-7.00088,4.28902,2.18043,1.6249,19.2112,9.85435,-7.15096,20.194,3.40606,11.1818,1.92,0.00482794,other
-5.84853,3.85298,2.14932,1.90323,19.1678,10.0018,-7.15096,20.2102,3.48314,11.3199,1.92,0.0139051,other
-5.84449,3.52408,2.01532,2.09236,19.201,10.2522,-4.957,20.2102,3.61226,11.5365,1.96,-0.00398216,other
-5.84449,4.39167,2.10327,1.38249,19.201,10.5992,-11.4156,20.2102,3.72259,11.9284,1.96,-0.00101737,other
-5.84449,4.8075,2.2103,1.09743,19.236,9.82121,-11.4156,20.206,3.89402,11.3883,2,-0.00391543,other
-5.66776,4.8075,2.33584,0.951382,19.236,10.136,-9.75926,20.2064,3.91157,11.7444,1.98,0.00603797,other
-5.66776,4.8075,2.38152,0.951382,19.1955,10.1221,-13.0116,20.2064,4.08494,11.8997,1.96,-0.0176523,other
-5.66776,5.78403,2.47372,1.19724,19.1955,10.1752,-13.0116,20.232,3.92824,11.8627,1.94,-0.0062763,other
-7.40803,5.89477,2.55708,1.14681,19.1955,10.3594,-13.0116,20.232,3.94299,12.04,1.96,0.00304597,other
-7.40803,5.89477,2.45015,-0.250636,19.2149,9.9404,-15.1605,20.2458,3.61581,11.5157,2,-0.00717446,other
-7.07659,5.89477,2.29176,-0.250636,19.2248,10.2805,-15.1605,20.2458,3.92112,11.9399,2,0.0137126,other
-7.24912,5.44362,2.15438,1.53197,19.2248,10.2891,-12.0713,20.2359,3.52542,11.6509,1.94,-0.0138584,other
-7.66151,5.82922,2.29873,0.651371,19.2248,10.2455,-12.0713,20.2359,3.62104,11.7056,1.94,-0.00108892,other
-7.66151,5.82922,2.27839,0.651371,19.1699,9.91985,-10.8106,20.2359,3.48739,11.3421,2,-0.00501561,other
-5.29023,6.21932,2.37626,0.472254,19.1699,10.0858,-12.8732,20.217,3.47152,11.5575,1.94,0.0144755,other
-7.73154,6.21932,2.38466,0.297923,19.195,9.92983,-12.8732,20.2094,3.51107,11.4764,1.9,0.0148175,other
-7.73154,8.18973,2.30617,0.297923,19.195,9.87313,-9.93479,20.2166,3.62949,11.4209,1.9,0.00283903,other
-7.73154,8.18973,2.17186,1.33281,19.195,10.0944,-9.93479,20.2166,3.4789,11.4714,1.96,0.0122855,other
-9.66694,8.18973,2.29458,1.33281,19.1694,9.79665,-10.213,20.2166,3.44954,11.2538,1.98,-0.00945117,other
-9.66694,7.47596,2.25484,1.09384,19.176,9.90639,-15.421,20.2522,3.7137,11.4753,2,0.0169809,other
-4.85689,6.89598,2.23582,1.09384,19.176,10.229,-15.421,20.2522,3.7318,11.753,1.98,-0.0179034,other
-4.85689,6.89598,1.843,1.12691,19.1254,9.95238,-15.421,20.2522,3.09321,11.087,1.98,0.00142576,other
-12.1585,5.94998,1.7885,1.12691,19.1254,9.84738,-9.29734,20.279,3.17323,11.0804,2,-0.0316698,other
-12.1585,5.94998,1.66221,4.8515,18.5797,9.70324,-9.29734,20.279,2.59696,10.6299,1.98,-0.0395193,other
-7.45217,3.58708,1.583,3.13682,16.6885,10.2437,-7.49512,10.4944,2.1024,10.8787,1.96,-0.0310873,other
-7.45217,3.58708,2.08001,2.36126,19.1569,9.67867,-7.49512,20.2061,3.05124,10.7889,2.525,-0.0321713,other
-8.44381,5.40007,2.20844,1.92043,19.3463,10.176,-8.50442,20.2061,3.81875,11.5434,2.02,0.000141777,other
-8.44381,5.49493,2.26239,1.92043,19.3463,10.1558,-8.50442,20.2558,3.89292,11.588,1.98,-0.00614277,other
-8.44381,5.86948,2.49427,1.92043,19.3463,10.5348,-8.65525,20.2558,3.87364,12.0377,1.96,-0.00659388,other
-7.42315,5.86948,2.53524,1.69238,19.1447,10.2998,-9.30527,20.2558,3.70913,11.8064,1.94,-0.00851114,other
-6.81832,5.86948,2.58594,1.48049,19.1634,10.2887,-9.30527,20.2408,3.54808,11.7518,1.94,-0.0028614,other
-5.2639,5.53789,2.66369,1.3364,19.2184,9.99292,-8.62831,20.1923,3.46524,11.4878,1.92,0.00034035,other
-5.72119,5.58292,2.63228,1.06122,19.2184,9.94602,-8.62831,20.1726,3.31197,11.3812,1.92,0.00473451,other
-5.72119,5.58292,2.42902,1.06122,19.2184,10.3711,-8.75849,20.1726,3.73158,11.8738,1.96,-0.0109626,other
-5.72119,4.61059,2.2523,1.06122,19.2118,10.2319,-8.75849,20.213,3.65466,11.6659,1.94,-0.00812311,other
-5.95911,4.6878,2.139,1.35526,19.1609,10.3307,-6.31943,20.213,3.58933,11.674,1.92,0.00359806,other
-5.95911,4.88951,2.23388,0.832429,19.1643,10.1594,-5.87815,20.2013,3.44724,11.4805,1.88,0.000520644,other
-6.6193,5.68123,2.49551,0.832429,19.1805,10.2559,-6.53835,20.2438,3.446,11.6304,1.9,0.0115109,other
-6.6193,5.78358,2.36798,0.832429,19.1805,10.2124,-6.53835,20.2438,3.42522,11.578,1.94,0.00659011,other
-6.6193,6.03482,2.57545,1.1097,19.1805,10.1676,-14.3537,20.2504,3.63014,11.7416,2,-0.0171359,other
-5.05485,6.03482,2.56386,1.1097,19.1018,10.4457,-14.3537,20.2597,3.93061,12.1379,2,-0.0119207,other
-5.39109,6.03482,2.52935,1.81688,19.2249,10.4002,-13.524,20.2597,3.99412,12.0451,1.98,-0.0250769,other
-5.52726,5.33348,2.51101,1.81688,19.2249,10.2297,-13.524,20.2621,3.79392,11.7854,1.96,-0.0216349,other
-6.44887,6.28307,2.52667,1.81688,19.2249,10.0736,-8.2463,20.2621,3.59252,11.5379,1.92,-0.0146956,other
-6.44887,6.28307,2.36878,1.23794,19.1899,9.80214,-8.2463,20.2621,3.32166,11.1585,1.98,-0.00854008,other
-6.22112,6.28307,2.31832,0.562033,19.1536,10.07,-16.291,20.2627,3.49756,11.5601,1.98,-0.00481743,other
-6.22112,6.04185,2.33477,0.562033,19.1455,10.1567,-16.291,20.2627,3.41462,11.5519,2,-0.0137618,other
-6.22112,6.56109,2.32838,0.562033,19.1455,10.2233,-16.291,20.2289,3.33063,11.5061,2,0.00928192,other
-6.56888,7.27606,2.38731,1.66695,19.1084,10.1499,-11.891,20.2913,3.49114,11.5524,2,-0.0233165,other
